order_id,customer_id,product_id,order_date,quantity,price,cost,category,brand,sales_value,cost_value,profit,name,age,gender,location,signup_date,customer_tenure_days
2027,112,391,2023-05-07,3,154,21,Electronics,Brand_5,462,63,399,Customer_112,20,Female,Rotterdam,2021-12-09,1119
2028,538,326,2021-11-11,1,80,28,Luxury,Brand_10,80,28,52,Customer_538,30,Female,Accra,2020-06-07,1669
2029,841,56,2021-02-12,4,205,66,Home,Brand_18,820,264,556,Customer_841,45,Male,Accra,2020-02-13,1784
2030,644,399,2022-11-27,4,185,114,Clothing,Brand_1,740,456,284,Customer_644,19,Male,Utrecht,2021-03-29,1374
2031,224,387,2021-12-19,1,171,81,Electronics,Brand_13,171,81,90,Customer_224,56,Female,Utrecht,2022-12-19,744
2032,390,365,2022-03-21,2,146,25,Luxury,Brand_17,292,50,242,Customer_390,61,Male,Eindhoven,2020-03-05,1763
2033,731,279,2021-02-26,2,220,166,Sports,Brand_16,440,332,108,Customer_731,29,Female,Groningen,2022-12-23,740
2034,316,170,2023-05-22,2,253,95,Books,Brand_8,506,190,316,Customer_316,36,Male,Utrecht,2021-01-06,1456
2035,111,102,2021-12-28,2,381,190,Home,Brand_12,762,380,382,Customer_111,40,Male,Eindhoven,2020-06-21,1655
2036,434,288,2022-10-25,4,219,52,Sports,Brand_19,876,208,668,Customer_434,56,Female,Eindhoven,2021-10-21,1168
2037,19,415,2023-07-27,2,198,41,Luxury,Brand_7,396,82,314,Customer_19,18,Male,Accra,2023-11-26,402
2038,877,64,2021-05-29,3,240,166,Electronics,Brand_16,720,498,222,Customer_877,46,Female,Tokyo,2022-07-13,903
2039,471,243,2022-09-24,4,301,137,Clothing,Brand_1,1204,548,656,Customer_471,28,Female,Utrecht,2020-11-15,1508
2040,350,260,2021-09-03,1,209,123,Luxury,Brand_9,209,123,86,Customer_350,50,Female,Rotterdam,2020-06-15,1661
2041,692,116,2021-12-23,1,236,167,Luxury,Brand_10,236,167,69,Customer_692,35,Female,Groningen,2023-02-16,685
2042,179,81,2022-04-18,4,148,138,Electronics,Brand_16,592,552,40,Customer_179,22,Female,Utrecht,2020-07-14,1632
2043,974,234,2021-03-25,4,249,102,Books,Brand_13,996,408,588,Customer_974,43,Female,Lagos,2021-11-08,1150
2044,576,137,2021-05-12,4,163,28,Clothing,Brand_1,652,112,540,Customer_576,63,Male,Accra,2023-07-01,550
2045,481,79,2021-02-24,2,101,13,Luxury,Brand_4,202,26,176,Customer_481,23,Female,Groningen,2024-01-06,361
2046,893,411,2023-08-07,3,152,137,Sports,Brand_11,456,411,45,Customer_893,18,Male,Accra,2023-03-29,644
2047,662,257,2021-11-11,4,289,176,Sports,Brand_1,1156,704,452,Customer_662,61,Female,Amsterdam,2022-06-26,920
2048,226,46,2021-02-08,3,286,189,Clothing,Brand_14,858,567,291,Customer_226,31,Female,Groningen,2024-01-18,349
2049,418,177,2023-08-16,3,179,157,Clothing,Brand_1,537,471,66,Customer_418,41,Female,Groningen,2022-08-17,868
2050,114,358,2023-09-28,2,90,78,Home,Brand_18,180,156,24,Customer_114,62,Female,Utrecht,2022-09-23,831
2051,196,313,2023-03-11,1,193,22,Books,Brand_19,193,22,171,Customer_196,34,Female,Amsterdam,2024-01-01,366
2052,889,165,2023-01-17,2,264,91,Books,Brand_3,528,182,346,Customer_889,18,Male,Groningen,2023-09-06,483
2053,766,385,2022-06-13,1,270,86,Sports,Brand_6,270,86,184,Customer_766,43,Female,Accra,2022-07-09,907
2054,344,459,2021-01-01,3,224,40,Sports,Brand_1,672,120,552,Customer_344,36,Female,Tokyo,2021-10-26,1163
2055,72,492,2021-05-31,2,280,163,Luxury,Brand_18,560,326,234,Customer_72,33,Female,Groningen,2020-05-18,1689
2056,79,30,2023-06-25,4,307,153,Home,Brand_7,1228,612,616,Customer_79,49,Male,Eindhoven,2022-04-29,978
2057,382,38,2021-04-07,4,203,169,Sports,Brand_5,812,676,136,Customer_382,57,Female,Utrecht,2023-08-29,491
2058,504,396,2022-07-04,3,77,42,Luxury,Brand_6,231,126,105,Customer_504,47,Male,Rotterdam,2020-07-18,1628
2059,891,364,2021-09-20,3,197,115,Electronics,Brand_3,591,345,246,Customer_891,31,Male,Tokyo,2020-08-13,1602
2060,263,17,2021-06-12,2,189,42,Home,Brand_5,378,84,294,Customer_263,49,Female,Groningen,2020-04-22,1715
2061,688,40,2022-12-11,4,175,29,Home,Brand_12,700,116,584,Customer_688,61,Female,Tokyo,2023-01-02,730
2062,954,324,2023-03-18,4,381,182,Clothing,Brand_20,1524,728,796,Customer_954,19,Female,Groningen,2020-01-13,1815
2063,242,121,2022-01-21,4,305,147,Clothing,Brand_10,1220,588,632,Customer_242,64,Female,Groningen,2023-02-19,682
2064,967,275,2023-06-17,4,162,66,Clothing,Brand_8,648,264,384,Customer_967,39,Female,Rotterdam,2020-01-29,1799
2065,352,489,2021-07-31,3,122,107,Books,Brand_9,366,321,45,Customer_352,24,Female,Tokyo,2022-01-12,1085
2066,588,426,2023-06-24,1,280,150,Clothing,Brand_13,280,150,130,Customer_588,30,Female,Rotterdam,2021-05-20,1322
2067,937,363,2021-08-02,4,224,45,Luxury,Brand_2,896,180,716,Customer_937,26,Male,Rotterdam,2021-05-01,1341
2068,958,392,2023-06-11,3,69,27,Luxury,Brand_19,207,81,126,Customer_958,50,Female,Accra,2020-05-14,1693
2069,145,308,2021-11-15,4,211,138,Books,Brand_20,844,552,292,Customer_145,27,Female,Amsterdam,2022-10-13,811
2070,73,174,2022-11-28,2,273,191,Home,Brand_16,546,382,164,Customer_73,34,Male,Accra,2021-11-03,1155
2071,329,300,2021-02-08,3,300,180,Luxury,Brand_6,900,540,360,Customer_329,20,Female,Accra,2023-09-24,465
2072,462,99,2023-07-19,3,219,193,Luxury,Brand_4,657,579,78,Customer_462,44,Male,Lagos,2023-05-25,587
2073,511,415,2022-04-24,2,198,41,Luxury,Brand_7,396,82,314,Customer_511,46,Female,Amsterdam,2021-06-15,1296
2074,367,417,2023-04-08,3,236,122,Luxury,Brand_16,708,366,342,Customer_367,61,Female,Utrecht,2023-03-11,662
2075,496,438,2023-08-29,3,122,65,Electronics,Brand_5,366,195,171,Customer_496,33,Male,Tokyo,2023-03-31,642
2076,580,445,2022-07-06,2,302,162,Electronics,Brand_3,604,324,280,Customer_580,44,Male,Tokyo,2023-06-20,561
2077,748,186,2021-08-21,3,136,9,Luxury,Brand_13,408,27,381,Customer_748,43,Female,Utrecht,2022-04-18,989
2078,969,64,2022-08-03,4,240,166,Electronics,Brand_16,960,664,296,Customer_969,52,Male,Amsterdam,2023-11-26,402
2079,224,302,2023-09-04,3,180,74,Clothing,Brand_4,540,222,318,Customer_224,56,Female,Utrecht,2022-12-19,744
2080,14,232,2022-12-20,2,178,129,Sports,Brand_19,356,258,98,Customer_14,59,Female,Utrecht,2021-04-20,1352
2081,168,55,2021-10-02,4,291,197,Clothing,Brand_2,1164,788,376,Customer_168,46,Male,Tokyo,2021-08-03,1247
2082,742,393,2023-07-14,4,80,27,Home,Brand_4,320,108,212,Customer_742,32,Male,Utrecht,2022-07-17,899
2083,649,389,2022-09-30,1,154,147,Luxury,Brand_18,154,147,7,Customer_649,45,Female,Rotterdam,2020-12-09,1484
2084,258,395,2022-11-19,3,186,150,Sports,Brand_10,558,450,108,Customer_258,61,Female,Lagos,2021-01-13,1449
2085,583,123,2023-09-17,4,71,62,Electronics,Brand_6,284,248,36,Customer_583,63,Female,Amsterdam,2022-03-18,1020
2086,595,274,2021-09-28,2,235,36,Home,Brand_2,470,72,398,Customer_595,48,Female,Rotterdam,2023-09-02,487
2087,726,198,2021-09-30,2,153,36,Clothing,Brand_12,306,72,234,Customer_726,21,Female,Tokyo,2020-04-17,1720
2088,980,270,2022-06-04,1,122,12,Sports,Brand_9,122,12,110,Customer_980,59,Female,Groningen,2020-05-02,1705
2089,53,202,2022-09-04,1,40,31,Books,Brand_17,40,31,9,Customer_53,47,Male,Lagos,2022-10-13,811
2090,621,293,2022-11-08,2,106,40,Electronics,Brand_1,212,80,132,Customer_621,30,Female,Amsterdam,2022-02-19,1047
2091,291,333,2021-02-13,2,164,20,Luxury,Brand_19,328,40,288,Customer_291,30,Female,Tokyo,2023-05-21,591
2092,210,475,2022-07-06,4,193,154,Home,Brand_1,772,616,156,Customer_210,20,Female,Tokyo,2021-11-30,1128
2093,824,235,2023-07-16,4,275,136,Electronics,Brand_11,1100,544,556,Customer_824,59,Female,Lagos,2022-08-27,858
2094,997,438,2021-07-14,2,122,65,Electronics,Brand_5,244,130,114,Customer_997,39,Female,Lagos,2020-01-31,1797
2095,855,34,2022-10-30,2,169,42,Clothing,Brand_1,338,84,254,Customer_855,19,Female,Eindhoven,2020-09-16,1568
2096,913,226,2022-12-13,4,314,188,Home,Brand_3,1256,752,504,Customer_913,49,Male,Amsterdam,2023-11-03,425
2097,834,241,2021-09-28,3,227,119,Books,Brand_8,681,357,324,Customer_834,48,Female,Eindhoven,2020-02-21,1776
2098,390,306,2021-07-18,3,59,27,Sports,Brand_5,177,81,96,Customer_390,61,Male,Eindhoven,2020-03-05,1763
2099,666,56,2022-05-14,1,205,66,Home,Brand_18,205,66,139,Customer_666,33,Male,Utrecht,2021-04-23,1349
2100,188,287,2023-02-17,3,316,155,Home,Brand_8,948,465,483,Customer_188,30,Female,Lagos,2023-04-17,625
2101,458,308,2022-11-07,2,211,138,Books,Brand_20,422,276,146,Customer_458,26,Male,Tokyo,2023-12-19,379
2102,396,483,2023-03-24,1,283,109,Sports,Brand_10,283,109,174,Customer_396,44,Female,Accra,2023-09-12,477
2103,608,463,2022-12-07,4,253,158,Sports,Brand_12,1012,632,380,Customer_608,20,Male,Tokyo,2021-07-16,1265
2104,534,270,2022-11-08,2,122,12,Sports,Brand_9,244,24,220,Customer_534,38,Male,Eindhoven,2020-11-25,1498
2105,732,56,2023-06-29,3,205,66,Home,Brand_18,615,198,417,Customer_732,64,Male,Eindhoven,2024-01-23,344
2106,266,460,2022-02-04,4,108,99,Sports,Brand_10,432,396,36,Customer_266,24,Female,Tokyo,2022-04-22,985
2107,786,51,2022-07-20,1,117,25,Sports,Brand_15,117,25,92,Customer_786,27,Female,Eindhoven,2021-09-06,1213
2108,76,321,2023-01-23,1,147,62,Clothing,Brand_15,147,62,85,Customer_76,43,Male,Eindhoven,2021-07-10,1271
2109,324,141,2022-05-29,3,155,80,Electronics,Brand_5,465,240,225,Customer_324,56,Female,Amsterdam,2020-10-31,1523
2110,585,404,2022-09-29,4,226,108,Books,Brand_20,904,432,472,Customer_585,56,Female,Accra,2022-11-13,780
2111,815,209,2022-07-27,1,334,156,Sports,Brand_11,334,156,178,Customer_815,50,Female,Accra,2023-03-18,655
2112,269,33,2022-04-29,1,141,72,Books,Brand_8,141,72,69,Customer_269,48,Male,Groningen,2024-01-28,339
2113,793,464,2022-12-15,2,202,166,Electronics,Brand_1,404,332,72,Customer_793,28,Female,Rotterdam,2020-04-19,1718
2114,898,394,2022-07-14,3,214,118,Home,Brand_7,642,354,288,Customer_898,30,Male,Eindhoven,2022-12-19,744
2115,861,244,2023-03-15,2,158,146,Sports,Brand_12,316,292,24,Customer_861,56,Male,Utrecht,2023-05-01,611
2116,340,19,2021-01-01,2,100,62,Books,Brand_2,200,124,76,Customer_340,34,Female,Groningen,2023-01-19,713
2117,326,323,2023-02-25,1,214,42,Luxury,Brand_14,214,42,172,Customer_326,54,Female,Accra,2021-12-13,1115
2118,461,242,2021-07-19,3,273,131,Sports,Brand_8,819,393,426,Customer_461,22,Female,Rotterdam,2022-01-08,1089
2119,184,191,2022-03-06,1,243,171,Books,Brand_17,243,171,72,Customer_184,34,Female,Utrecht,2024-01-22,345
2120,15,115,2021-11-06,3,339,148,Clothing,Brand_13,1017,444,573,Customer_15,48,Male,Groningen,2020-12-03,1490
2121,985,102,2021-03-22,3,381,190,Home,Brand_12,1143,570,573,Customer_985,46,Female,Utrecht,2020-07-23,1623
2122,882,415,2023-05-22,3,198,41,Luxury,Brand_7,594,123,471,Customer_882,43,Female,Groningen,2021-10-28,1161
2123,634,385,2022-01-24,1,270,86,Sports,Brand_6,270,86,184,Customer_634,60,Female,Eindhoven,2020-05-15,1692
2124,530,279,2021-09-06,2,220,166,Sports,Brand_16,440,332,108,Customer_530,61,Female,Lagos,2023-01-02,730
2125,173,364,2021-09-25,2,197,115,Electronics,Brand_3,394,230,164,Customer_173,48,Female,Amsterdam,2023-10-12,447
2126,323,500,2023-08-04,1,248,87,Sports,Brand_2,248,87,161,Customer_323,28,Female,Tokyo,2021-10-15,1174
2127,488,298,2022-09-12,1,242,124,Electronics,Brand_12,242,124,118,Customer_488,40,Female,Accra,2020-06-13,1663
2128,59,128,2021-03-29,1,154,123,Sports,Brand_11,154,123,31,Customer_59,43,Male,Tokyo,2021-05-27,1315
2129,125,420,2021-04-28,1,149,75,Luxury,Brand_5,149,75,74,Customer_125,56,Female,Utrecht,2023-04-22,620
2130,991,424,2022-10-19,3,160,54,Electronics,Brand_10,480,162,318,Customer_991,61,Male,Eindhoven,2020-08-10,1605
2131,734,304,2021-12-15,3,233,187,Home,Brand_12,699,561,138,Customer_734,19,Female,Tokyo,2023-08-08,512
2132,185,103,2021-04-02,2,216,59,Sports,Brand_13,432,118,314,Customer_185,35,Male,Lagos,2022-04-11,996
2133,284,53,2021-08-04,3,359,196,Books,Brand_20,1077,588,489,Customer_284,27,Male,Amsterdam,2020-03-23,1745
2134,361,107,2021-05-24,1,292,176,Books,Brand_7,292,176,116,Customer_361,52,Female,Accra,2020-05-04,1703
2135,142,391,2021-07-17,2,154,21,Electronics,Brand_5,308,42,266,Customer_142,47,Female,Eindhoven,2021-12-06,1122
2136,562,314,2021-06-02,4,316,165,Electronics,Brand_17,1264,660,604,Customer_562,24,Male,Utrecht,2020-04-30,1707
2137,355,300,2021-08-09,1,300,180,Luxury,Brand_6,300,180,120,Customer_355,23,Male,Groningen,2020-10-15,1539
2138,833,52,2022-12-23,3,101,5,Books,Brand_7,303,15,288,Customer_833,58,Male,Eindhoven,2021-05-18,1324
2139,286,121,2022-05-08,4,305,147,Clothing,Brand_10,1220,588,632,Customer_286,56,Female,Amsterdam,2023-08-06,514
2140,578,363,2021-09-07,3,224,45,Luxury,Brand_2,672,135,537,Customer_578,24,Female,Tokyo,2021-01-10,1452
2141,468,21,2022-12-02,3,245,190,Luxury,Brand_14,735,570,165,Customer_468,32,Female,Groningen,2021-07-22,1259
2142,64,474,2022-01-28,3,213,16,Books,Brand_3,639,48,591,Customer_64,36,Male,Lagos,2023-06-16,565
2143,390,330,2023-06-02,3,133,54,Luxury,Brand_17,399,162,237,Customer_390,61,Male,Eindhoven,2020-03-05,1763
2144,545,389,2023-06-21,1,154,147,Luxury,Brand_18,154,147,7,Customer_545,52,Male,Eindhoven,2023-08-09,511
2145,582,473,2023-03-05,2,166,127,Books,Brand_4,332,254,78,Customer_582,47,Female,Utrecht,2020-02-20,1777
2146,937,52,2023-06-05,4,101,5,Books,Brand_7,404,20,384,Customer_937,26,Male,Rotterdam,2021-05-01,1341
2147,65,79,2022-07-16,1,101,13,Luxury,Brand_4,101,13,88,Customer_65,29,Female,Eindhoven,2022-06-22,924
2148,251,324,2022-05-14,4,381,182,Clothing,Brand_20,1524,728,796,Customer_251,41,Male,Amsterdam,2020-11-12,1511
2149,810,354,2021-05-12,4,139,127,Home,Brand_14,556,508,48,Customer_810,18,Female,Groningen,2021-01-03,1459
2150,32,349,2021-12-19,2,281,106,Luxury,Brand_17,562,212,350,Customer_32,18,Male,Tokyo,2023-06-15,566
2151,261,281,2022-06-23,2,144,61,Luxury,Brand_17,288,122,166,Customer_261,38,Male,Groningen,2022-11-27,766
2152,350,112,2022-06-04,2,293,187,Clothing,Brand_2,586,374,212,Customer_350,50,Female,Rotterdam,2020-06-15,1661
2153,79,227,2021-03-05,4,296,136,Home,Brand_20,1184,544,640,Customer_79,49,Male,Eindhoven,2022-04-29,978
2154,832,180,2021-05-23,3,249,154,Home,Brand_9,747,462,285,Customer_832,37,Male,Accra,2020-12-08,1485
2155,171,26,2022-11-28,3,130,37,Clothing,Brand_12,390,111,279,Customer_171,35,Male,Lagos,2022-09-29,825
2156,286,447,2022-07-15,3,162,148,Books,Brand_10,486,444,42,Customer_286,56,Female,Amsterdam,2023-08-06,514
2157,677,291,2023-09-23,2,367,195,Books,Brand_18,734,390,344,Customer_677,34,Male,Accra,2023-05-30,582
2158,313,316,2021-08-29,3,271,167,Books,Brand_13,813,501,312,Customer_313,22,Female,Rotterdam,2021-06-27,1284
2159,680,356,2023-04-24,1,212,184,Clothing,Brand_17,212,184,28,Customer_680,22,Male,Utrecht,2023-05-30,582
2160,492,148,2022-08-08,3,268,128,Home,Brand_15,804,384,420,Customer_492,31,Female,Amsterdam,2021-04-25,1347
2161,644,67,2021-10-31,1,95,11,Luxury,Brand_7,95,11,84,Customer_644,19,Male,Utrecht,2021-03-29,1374
2162,185,235,2022-08-11,1,275,136,Electronics,Brand_11,275,136,139,Customer_185,35,Male,Lagos,2022-04-11,996
2163,398,202,2022-03-07,2,40,31,Books,Brand_17,80,62,18,Customer_398,24,Female,Accra,2020-05-31,1676
2164,587,184,2021-02-02,1,251,196,Luxury,Brand_4,251,196,55,Customer_587,23,Female,Groningen,2023-10-25,434
2165,136,425,2021-03-11,3,115,37,Books,Brand_8,345,111,234,Customer_136,61,Female,Rotterdam,2022-04-09,998
2166,652,93,2023-04-26,1,194,179,Clothing,Brand_19,194,179,15,Customer_652,54,Male,Eindhoven,2022-05-05,972
2167,539,416,2022-10-27,4,189,11,Sports,Brand_14,756,44,712,Customer_539,33,Female,Amsterdam,2020-03-08,1760
2168,361,180,2023-09-13,4,249,154,Home,Brand_9,996,616,380,Customer_361,52,Female,Accra,2020-05-04,1703
2169,873,452,2021-07-14,4,184,30,Sports,Brand_1,736,120,616,Customer_873,29,Female,Eindhoven,2023-11-18,410
2170,41,295,2021-11-25,2,165,90,Electronics,Brand_13,330,180,150,Customer_41,60,Female,Eindhoven,2023-02-21,680
2171,986,280,2023-05-13,1,224,124,Luxury,Brand_15,224,124,100,Customer_986,18,Female,Groningen,2021-11-09,1149
2172,646,258,2022-01-22,4,168,125,Home,Brand_1,672,500,172,Customer_646,23,Male,Utrecht,2021-10-04,1185
2173,841,452,2022-09-30,1,184,30,Sports,Brand_1,184,30,154,Customer_841,45,Male,Accra,2020-02-13,1784
2174,161,191,2021-07-04,2,243,171,Books,Brand_17,486,342,144,Customer_161,53,Female,Rotterdam,2021-03-08,1395
2175,403,71,2022-09-13,3,151,123,Luxury,Brand_6,453,369,84,Customer_403,41,Male,Lagos,2020-01-16,1812
2176,622,198,2022-12-13,1,153,36,Clothing,Brand_12,153,36,117,Customer_622,35,Male,Utrecht,2021-02-15,1416
2177,691,214,2022-12-14,1,304,147,Clothing,Brand_15,304,147,157,Customer_691,61,Female,Accra,2020-09-29,1555
2178,662,227,2021-12-27,4,296,136,Home,Brand_20,1184,544,640,Customer_662,61,Female,Amsterdam,2022-06-26,920
2179,169,267,2022-02-18,1,179,157,Electronics,Brand_15,179,157,22,Customer_169,23,Male,Lagos,2023-07-29,522
2180,928,18,2023-03-30,2,88,81,Luxury,Brand_6,176,162,14,Customer_928,18,Female,Rotterdam,2020-03-12,1756
2181,716,414,2021-06-25,1,172,105,Luxury,Brand_17,172,105,67,Customer_716,53,Female,Rotterdam,2020-01-17,1811
2182,655,382,2021-11-05,1,92,36,Clothing,Brand_18,92,36,56,Customer_655,43,Female,Rotterdam,2022-12-18,745
2183,394,336,2023-08-21,3,211,67,Books,Brand_5,633,201,432,Customer_394,33,Female,Tokyo,2023-12-01,397
2184,769,205,2021-09-26,2,329,172,Electronics,Brand_17,658,344,314,Customer_769,42,Male,Utrecht,2022-10-30,794
2185,18,5,2021-02-08,1,113,107,Clothing,Brand_6,113,107,6,Customer_18,19,Female,Lagos,2023-05-30,582
2186,380,69,2022-09-18,2,180,118,Luxury,Brand_1,360,236,124,Customer_380,33,Male,Utrecht,2022-07-05,911
2187,31,53,2023-08-11,4,359,196,Books,Brand_20,1436,784,652,Customer_31,57,Female,Eindhoven,2021-04-12,1360
2188,143,49,2022-10-04,2,200,101,Clothing,Brand_18,400,202,198,Customer_143,30,Female,Utrecht,2022-04-25,982
2189,469,165,2023-03-15,3,264,91,Books,Brand_3,792,273,519,Customer_469,34,Female,Rotterdam,2023-05-30,582
2190,548,447,2021-05-04,2,162,148,Books,Brand_10,324,296,28,Customer_548,23,Female,Groningen,2022-05-24,953
2191,248,293,2022-07-03,2,106,40,Electronics,Brand_1,212,80,132,Customer_248,46,Female,Accra,2021-01-13,1449
2192,188,384,2022-12-20,4,295,199,Luxury,Brand_13,1180,796,384,Customer_188,30,Female,Lagos,2023-04-17,625
2193,605,107,2023-09-27,1,292,176,Books,Brand_7,292,176,116,Customer_605,53,Male,Groningen,2020-09-30,1554
2194,792,364,2021-07-24,3,197,115,Electronics,Brand_3,591,345,246,Customer_792,44,Female,Tokyo,2023-01-26,706
2195,797,25,2023-08-13,2,129,71,Clothing,Brand_18,258,142,116,Customer_797,53,Female,Amsterdam,2023-04-20,622
2196,770,114,2021-09-24,4,148,77,Books,Brand_8,592,308,284,Customer_770,20,Female,Lagos,2021-06-08,1303
2197,415,136,2021-11-10,4,361,183,Home,Brand_12,1444,732,712,Customer_415,51,Female,Tokyo,2021-04-21,1351
2198,216,309,2021-06-01,1,119,32,Sports,Brand_11,119,32,87,Customer_216,40,Female,Amsterdam,2022-11-25,768
2199,847,84,2023-03-17,1,330,163,Clothing,Brand_1,330,163,167,Customer_847,53,Female,Lagos,2022-07-22,894
2200,130,368,2021-07-20,4,141,133,Electronics,Brand_16,564,532,32,Customer_130,41,Female,Accra,2020-01-24,1804
2201,398,76,2023-04-22,4,200,170,Electronics,Brand_8,800,680,120,Customer_398,24,Female,Accra,2020-05-31,1676
2202,545,80,2023-08-10,3,349,161,Clothing,Brand_13,1047,483,564,Customer_545,52,Male,Eindhoven,2023-08-09,511
2203,900,133,2022-07-01,4,187,68,Luxury,Brand_9,748,272,476,Customer_900,63,Female,Rotterdam,2023-11-28,400
2204,581,58,2022-09-03,2,217,138,Electronics,Brand_17,434,276,158,Customer_581,20,Male,Groningen,2020-12-16,1477
2205,390,250,2021-05-14,1,304,143,Home,Brand_10,304,143,161,Customer_390,61,Male,Eindhoven,2020-03-05,1763
2206,59,379,2021-11-18,4,193,54,Sports,Brand_14,772,216,556,Customer_59,43,Male,Tokyo,2021-05-27,1315
2207,981,467,2021-06-18,4,245,131,Books,Brand_16,980,524,456,Customer_981,63,Male,Groningen,2023-12-04,394
2208,594,284,2022-11-25,1,205,29,Home,Brand_13,205,29,176,Customer_594,42,Female,Rotterdam,2021-01-29,1433
2209,794,329,2021-01-03,4,320,147,Home,Brand_16,1280,588,692,Customer_794,52,Male,Groningen,2020-12-06,1487
2210,17,169,2021-04-08,3,101,32,Electronics,Brand_14,303,96,207,Customer_17,37,Female,Amsterdam,2023-04-09,633
2211,366,489,2021-06-13,2,122,107,Books,Brand_9,244,214,30,Customer_366,31,Male,Rotterdam,2021-02-28,1403
2212,774,220,2021-06-27,1,235,125,Books,Brand_17,235,125,110,Customer_774,30,Female,Accra,2020-09-25,1559
2213,51,212,2021-11-17,1,342,174,Electronics,Brand_10,342,174,168,Customer_51,62,Female,Eindhoven,2020-08-13,1602
2214,155,71,2021-12-01,1,151,123,Luxury,Brand_6,151,123,28,Customer_155,37,Female,Groningen,2022-09-18,836
2215,247,177,2022-10-15,2,179,157,Clothing,Brand_1,358,314,44,Customer_247,29,Female,Amsterdam,2021-04-15,1357
2216,549,33,2021-05-07,2,141,72,Books,Brand_8,282,144,138,Customer_549,24,Female,Rotterdam,2020-09-27,1557
2217,588,287,2021-03-26,3,316,155,Home,Brand_8,948,465,483,Customer_588,30,Female,Rotterdam,2021-05-20,1322
2218,320,109,2021-12-01,2,255,151,Clothing,Brand_4,510,302,208,Customer_320,32,Male,Lagos,2021-05-03,1339
2219,143,17,2021-01-07,2,189,42,Home,Brand_5,378,84,294,Customer_143,30,Female,Utrecht,2022-04-25,982
2220,541,488,2023-02-06,3,183,131,Books,Brand_16,549,393,156,Customer_541,24,Female,Groningen,2022-09-13,841
2221,590,334,2022-03-10,2,287,124,Home,Brand_6,574,248,326,Customer_590,19,Female,Lagos,2021-01-09,1453
2222,913,76,2022-08-13,4,200,170,Electronics,Brand_8,800,680,120,Customer_913,49,Male,Amsterdam,2023-11-03,425
2223,582,310,2021-07-18,2,169,130,Luxury,Brand_3,338,260,78,Customer_582,47,Female,Utrecht,2020-02-20,1777
2224,757,182,2023-01-07,1,173,5,Electronics,Brand_13,173,5,168,Customer_757,63,Female,Lagos,2023-01-15,717
2225,277,403,2022-01-28,4,213,102,Electronics,Brand_17,852,408,444,Customer_277,34,Female,Groningen,2020-05-28,1679
2226,942,42,2023-03-20,4,149,111,Sports,Brand_6,596,444,152,Customer_942,52,Female,Rotterdam,2020-01-21,1807
2227,840,30,2022-10-15,3,307,153,Home,Brand_7,921,459,462,Customer_840,21,Female,Rotterdam,2020-12-31,1462
2228,173,131,2021-12-25,1,254,82,Luxury,Brand_7,254,82,172,Customer_173,48,Female,Amsterdam,2023-10-12,447
2229,609,145,2023-02-09,3,237,127,Electronics,Brand_1,711,381,330,Customer_609,60,Female,Rotterdam,2021-09-07,1212
2230,462,15,2021-01-16,1,233,141,Sports,Brand_13,233,141,92,Customer_462,44,Male,Lagos,2023-05-25,587
2231,432,385,2022-03-26,3,270,86,Sports,Brand_6,810,258,552,Customer_432,62,Female,Accra,2020-07-16,1630
2232,77,204,2021-08-12,2,188,43,Electronics,Brand_17,376,86,290,Customer_77,40,Male,Groningen,2023-03-27,646
2233,874,214,2023-09-04,4,304,147,Clothing,Brand_15,1216,588,628,Customer_874,28,Female,Lagos,2023-04-19,623
2234,773,143,2021-01-06,1,231,35,Home,Brand_4,231,35,196,Customer_773,30,Male,Tokyo,2020-11-26,1497
2235,451,273,2022-04-01,1,141,100,Books,Brand_10,141,100,41,Customer_451,31,Male,Accra,2023-11-20,408
2236,208,463,2022-11-27,1,253,158,Sports,Brand_12,253,158,95,Customer_208,63,Female,Lagos,2020-08-30,1585
2237,567,296,2023-01-06,1,261,120,Luxury,Brand_4,261,120,141,Customer_567,42,Female,Amsterdam,2021-05-15,1327
2238,582,98,2023-02-25,2,198,93,Home,Brand_9,396,186,210,Customer_582,47,Female,Utrecht,2020-02-20,1777
2239,92,289,2023-01-07,3,163,112,Books,Brand_12,489,336,153,Customer_92,30,Female,Lagos,2021-02-16,1415
2240,712,389,2021-08-24,2,154,147,Luxury,Brand_18,308,294,14,Customer_712,27,Female,Eindhoven,2021-06-10,1301
2241,658,400,2023-03-17,2,232,145,Sports,Brand_10,464,290,174,Customer_658,38,Male,Utrecht,2023-09-14,475
2242,315,500,2021-04-09,2,248,87,Sports,Brand_2,496,174,322,Customer_315,59,Female,Accra,2023-06-10,571
2243,20,70,2022-06-24,4,295,96,Sports,Brand_9,1180,384,796,Customer_20,46,Female,Amsterdam,2023-09-24,465
2244,553,214,2021-09-20,1,304,147,Clothing,Brand_15,304,147,157,Customer_553,21,Female,Tokyo,2024-01-23,344
2245,397,121,2023-07-01,2,305,147,Clothing,Brand_10,610,294,316,Customer_397,30,Female,Rotterdam,2020-07-15,1631
2246,583,281,2021-03-27,3,144,61,Luxury,Brand_17,432,183,249,Customer_583,63,Female,Amsterdam,2022-03-18,1020
2247,867,253,2021-11-21,3,196,15,Home,Brand_17,588,45,543,Customer_867,43,Female,Accra,2021-07-31,1250
2248,746,83,2021-09-20,1,205,147,Sports,Brand_15,205,147,58,Customer_746,44,Female,Eindhoven,2020-12-23,1470
